+---------------------------------------+-------------------------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------------+--------+------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+---------------------------------------+-------------------------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------------+--------+------------------------------------------------------------+
| Mod name                              | Registry name                                                                 | BlockID | Subtypes | Item ID | Item meta | Display name                                                    | Exists | Ore Dict keys                                              |
| Galacticraft Planets                  | galacticraftplanets:venus                                                     |    6257 |     true |   13184 |        12 | Lead Block                                                      | true   | blockLead                                                  |
| Galacticraft Planets                  | galacticraftplanets:venus                                                     |    6257 |     true |   13184 |        13 | Solar Ore                                                       | true   | oreSolar                                                   |
| Galacticraft Planets                  | galacticraftplanets:venus_rock_scorched                                       |    6259 |    false |   13156 |         0 | Scorched Venus Rock                                             | true   |                                                            |
| Galacticraft Planets                  | galacticraftplanets:walkway                                                   |    6235 |     true |   13167 |         0 | Walkway                                                         | true   |                                                            |
| Galacticraft Planets                  | galacticraftplanets:walkway                                                   |    6235 |     true |   13167 |         1 | Walkway                                                         | true   |                                                            |
| Galacticraft Planets                  | galacticraftplanets:walkway                                                   |    6235 |     true |   13167 |         2 | Walkway                                                         | true   |                                                            |
| Galacticraft Planets                  | galacticraftplanets:web_torch                                                 |    6240 |     true |   13172 |         0 | Web String                                                      | true   |                                                            |
| Galacticraft Planets                  | galacticraftplanets:web_torch                                                 |    6240 |     true |   13172 |         1 | Web String                                                      | true   |                                                            |
| Gauges and Switches                   | rsgauges:arrowtarget                                                          |    3767 |    false |    9084 |         0 | Arrow Target                                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:automaticswitch1                                                     |    3701 |    false |    9018 |         0 | Industrial Infrared Entity Detector                             | true   |                                                            |
| Gauges and Switches                   | rsgauges:automaticswitch2                                                     |    3702 |    false |    9019 |         0 | Industrial Linear Laser Entity Detector                         | true   |                                                            |
| Gauges and Switches                   | rsgauges:automaticswitch3                                                     |    3703 |    false |    9020 |         0 | Industrial Local Light Sensor                                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:automaticswitch4                                                     |    3699 |    false |    9016 |         0 | Industrial Day Timer Clock                                      | true   |                                                            |
| Gauges and Switches                   | rsgauges:automaticswitch5                                                     |    3704 |    false |    9021 |         0 | Industrial Rain Sensor                                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:automaticswitch6                                                     |    3705 |    false |    9022 |         0 | Industrial Thunderstorm Detector                                | true   |                                                            |
| Gauges and Switches                   | rsgauges:automaticswitch7                                                     |    3700 |    false |    9017 |         0 | Industrial Interval Signal Timer                                | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch1                                                      |    3683 |    false |    9000 |         0 | Rotary Machine Switch                                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch2                                                      |    3680 |    false |    8997 |         0 | Industrial Contact Lever                                        | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch3                                                      |    3684 |    false |    9001 |         0 | Two-Button Machine Switch                                       | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch4                                                      |    3766 |    false |    9083 |         0 | Small Light Switch                                              | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch5                                                      |    3685 |    false |    9002 |         0 | ESTOP Button                                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch6                                                      |    3686 |    false |    9003 |         0 | Hopper Blocker                                                  | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch7                                                      |    3682 |    false |    8999 |         0 | Industrial Rotary Lever                                         | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch8                                                      |    3681 |    false |    8998 |         0 | Industrial Lever                                                | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_glass1                                                |    3746 |    false |    9063 |         0 | Bistable Glass Switch                                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_glass2                                                |    3747 |    false |    9064 |         0 | Bistable Glass Touch Switch                                     | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_oldfancy1                                             |    3759 |    false |    9076 |         0 | Old Fancy Lever                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_oldfancy2                                             |    3760 |    false |    9077 |         0 | Old Fancy Rotary Lever                                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_oldfancy3                                             |    3793 |    false |    9110 |         0 | Bistable Switch                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_oldfancy4                                             |    3794 |    false |    9111 |         0 | Bistable Switch                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_oldfancy5                                             |    3795 |    false |    9112 |         0 | Bistable Switch                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_oldfancy6                                             |    3796 |    false |    9113 |         0 | Bistable Switch                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_oldfancy7                                             |    3797 |    false |    9114 |         0 | Bistable Switch                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_rustic1                                               |    3730 |    false |    9047 |         0 | Rustic Lever                                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_rustic2                                               |    3731 |    false |    9048 |         0 | Rustic Two-Hinge Lever                                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_rustic3                                               |    3732 |    false |    9049 |         0 | Rustic Rotary Lever                                             | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_rustic4                                               |    3798 |    false |    9115 |         0 | Bistable Switch                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_rustic5                                               |    3799 |    false |    9116 |         0 | Bistable Switch                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_rustic6                                               |    3800 |    false |    9117 |         0 | Bistable Switch                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:bistableswitch_rustic7                                               |    3733 |    false |    9050 |         0 | Rustic Nail Lever                                               | true   |                                                            |
| Gauges and Switches                   | rsgauges:contactmat1                                                          |    3693 |    false |    9010 |         0 | Industrial Door Contact Mat                                     | true   |                                                            |
| Gauges and Switches                   | rsgauges:contactmat2                                                          |    3694 |    false |    9011 |         0 | Industrial Contact Mat                                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:contactmat3                                                          |    3695 |    false |    9012 |         0 | Industrial Shock Sensitive Contact Mat                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:contactmat_glass1                                                    |    3751 |    false |    9068 |         0 | Configurable Glass Contact Plate                                | true   |                                                            |
| Gauges and Switches                   | rsgauges:contactmat_glass2                                                    |    3752 |    false |    9069 |         0 | Glass Contact Plate                                             | true   |                                                            |
| Gauges and Switches                   | rsgauges:contactmat_rustic1                                                   |    3738 |    false |    9055 |         0 | Rustic Door Pressure Plate                                      | true   |                                                            |
| Gauges and Switches                   | rsgauges:contactmat_rustic2                                                   |    3739 |    false |    9056 |         0 | Rustic Pressure Plate                                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:contactmat_rustic3                                                   |    3740 |    false |    9057 |         0 | Rustic Shock Sensitive Pressure Plate                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:daytimeswitch_glass1                                                 |    3753 |    false |    9070 |         0 | Glass Day Timer Clock                                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:detectorswitch_glass1                                                |    3755 |    false |    9072 |         0 | Glass Infrared Entity Detector                                  | true   |                                                            |
| Gauges and Switches                   | rsgauges:detectorswitch_glass2                                                |    3756 |    false |    9073 |         0 | Glass Linear Laser Entity Detector                              | true   |                                                            |
| Gauges and Switches                   | rsgauges:dimmerswitch1                                                        |    3692 |    false |    9009 |         0 | Industrial Dimmer                                               | true   |                                                            |
| Gauges and Switches                   | rsgauges:door_sensor_switch                                                   |    3770 |    false |    9087 |         0 | Door sensor                                                     | true   |                                                            |
| Gauges and Switches                   | rsgauges:elevator_button                                                      |    3769 |    false |    9086 |         0 | Elevator Button                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:flatgauge1                                                           |    3715 |    false |    9032 |         0 | Analog Voltmeter Redstone Gauge                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:flatgauge2                                                           |    3717 |    false |    9034 |         0 | Analog Bar Redstone Gauge                                       | true   |                                                            |
| Gauges and Switches                   | rsgauges:flatgauge3                                                           |    3718 |    false |    9035 |         0 | Small Digital Display Redstone Gauge                            | true   |                                                            |
| Gauges and Switches                   | rsgauges:flatgauge4                                                           |    3758 |    false |    9075 |         0 | Glass Bar Redstone Gauge                                        | true   |                                                            |
| Gauges and Switches                   | rsgauges:flatgauge5                                                           |    3719 |    false |    9036 |         0 | Glass Tube Redstone Gauge                                       | true   |                                                            |
| Gauges and Switches                   | rsgauges:flatgauge6                                                           |    3716 |    false |    9033 |         0 | Small Analog Voltmeter Redstone Gauge                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:gauge_rustic2                                                        |    3744 |    false |    9061 |         0 | Rustic Circular Wall Meter Redstone gauge                       | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator1                                                           |    3722 |    false |    9039 |         0 | Green LED Redstone Indicator                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator1blink1                                                     |    3723 |    false |    9040 |         0 | Green Blinking LED Redstone Indicator                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator2                                                           |    3724 |    false |    9041 |         0 | Yellow LED Redstone Indicator                                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator2blink1                                                     |    3725 |    false |    9042 |         0 | Yellow Blinking LED Redstone Indicator                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator3                                                           |    3726 |    false |    9043 |         0 | Red LED Redstone Indicator                                      | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator3blink1                                                     |    3727 |    false |    9044 |         0 | Red LED Redstone Indicator                                      | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator4                                                           |    3720 |    false |    9037 |         0 | Alarm Lamp                                                      | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator_led_white                                                  |    3728 |    false |    9045 |         0 | White LED Redstone Indicator                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator_led_white_blink                                            |    3729 |    false |    9046 |         0 | White Blinking LED Redstone Indicator                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:indicator_rustic_flag                                                |    3745 |    false |    9062 |         0 | Rustic Redstone Semaphore                                       | true   |                                                            |
| Gauges and Switches                   | rsgauges:industrial_comparator_switch                                         |    3757 |    false |    9074 |         0 | Industrial Comparator Switch                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:industrial_knock_button                                              |    3714 |    false |    9031 |         0 | Knock Detector Pulse Switch (industrial)                        | true   |                                                            |
| Gauges and Switches                   | rsgauges:industrial_knock_switch                                              |    3713 |    false |    9030 |         0 | Knock Detector Bistable Switch (industrial)                     | true   |                                                            |
| Gauges and Switches                   | rsgauges:observerswitch1                                                      |    3706 |    false |    9023 |         0 | Industrial Block Category Detector                              | true   |                                                            |
| Gauges and Switches                   | rsgauges:powerplant_red                                                       |    3765 |    false |    9082 |         0 | Red power plant                                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:powerplant_yellow                                                    |    3764 |    false |    9081 |         0 | Yellow power plant                                              | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch1                                                         |    3687 |    false |    9004 |         0 | Machine Button                                                  | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch2                                                         |    3688 |    false |    9005 |         0 | Fenced Machine Button                                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch3                                                         |    3691 |    false |    9008 |         0 | Industrial Pull Handle Button                                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch5                                                         |    3690 |    false |    9007 |         0 | Industrial Foot Button                                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch6                                                         |    3689 |    false |    9006 |         0 | Industrial Button                                               | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_glass1                                                   |    3748 |    false |    9065 |         0 | Glass Button                                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_glass2                                                   |    3749 |    false |    9066 |         0 | Small Glass Button                                              | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_glass3                                                   |    3750 |    false |    9067 |         0 | Glass Touch Button                                              | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_oldfancy1                                                |    3761 |    false |    9078 |         0 | Old Fancy Button                                                | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_oldfancy2                                                |    3762 |    false |    9079 |         0 | Old Fancy Chain Button                                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_oldfancy3                                                |    3792 |    false |    9109 |         0 | Pulse Switch                                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_oldfancy4                                                |    3763 |    false |    9080 |         0 | Small Old Fancy Button                                          | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_rustic1                                                  |    3734 |    false |    9051 |         0 | Rustic Button                                                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_rustic2                                                  |    3735 |    false |    9052 |         0 | Rustic Small Button                                             | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_rustic3                                                  |    3736 |    false |    9053 |         0 | Rustic Chain Button                                             | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_rustic4                                                  |    3789 |    false |    9106 |         0 | Pulse switch                                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_rustic5                                                  |    3790 |    false |    9107 |         0 | Pulse switch                                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_rustic6                                                  |    3791 |    false |    9108 |         0 | Pulse switch                                                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:pulseswitch_rustic7                                                  |    3737 |    false |    9054 |         0 | Rustic Nail Button                                              | true   |                                                            |
| Gauges and Switches                   | rsgauges:relay_bistableswitchrx1                                              |    3709 |    false |    9026 |         0 | Industrial Switch Link Receiver                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:relay_bistableswitchrx2                                              |    3710 |    false |    9027 |         0 | Industrial Cased Switch Link Receiver                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:relay_bistableswitchtx1                                              |    3712 |    false |    9029 |         0 | Industrial Switch Link Sender                                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:relay_pulseswitchrx1                                                 |    3707 |    false |    9024 |         0 | Industrial Pulse Switch Link Receiver                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:relay_pulseswitchrx2                                                 |    3708 |    false |    9025 |         0 | Industrial Cased Pulse Switch Link Receiver                     | true   |                                                            |
| Gauges and Switches                   | rsgauges:relay_pulseswitchtx1                                                 |    3711 |    false |    9028 |         0 | Industrial Switch Link Pulse Sender                             | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass                                                       |    3771 |    false |    9088 |         0 | Redstone-Sensitive Glass Block (Light Emitting)                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_black                                                 |    3787 |    false |    9104 |         0 | Redstone-Sensitive Glass Block (Black-Stained)                  | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_blue                                                  |    3775 |    false |    9092 |         0 | Redstone-Sensitive Glass Block (Blue-Stained)                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_brown                                                 |    3786 |    false |    9103 |         0 | Redstone-Sensitive Glass Block (Brown-Stained)                  | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_cyan                                                  |    3784 |    false |    9101 |         0 | Redstone-Sensitive Glass Block (Cyan-Stained)                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_gray                                                  |    3782 |    false |    9099 |         0 | Redstone-Sensitive Glass Block (Gray-Stained)                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_green                                                 |    3774 |    false |    9091 |         0 | Redstone-Sensitive Glass Block (Green-Stained)                  | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_inverted                                              |    3788 |    false |    9105 |         0 | Redstone-Sensitive Glass Block (Inverted, Light Emitting)       | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_lightblue                                             |    3779 |    false |    9096 |         0 | Redstone-Sensitive Glass Block (Light-Blue-Stained)             | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_lightgray                                             |    3783 |    false |    9100 |         0 | Redstone-Sensitive Glass Block (Light-Gray-Stained)             | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_lime                                                  |    3780 |    false |    9097 |         0 | Redstone-Sensitive Glass Block (Lime-Stained)                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_magenta                                               |    3778 |    false |    9095 |         0 | Redstone-Sensitive Glass Block (Magenta-Stained)                | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_orange                                                |    3777 |    false |    9094 |         0 | Redstone-Sensitive Glass Block (Orange-Stained)                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_pink                                                  |    3781 |    false |    9098 |         0 | Redstone-Sensitive Glass Block (Pink-Stained)                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_purple                                                |    3785 |    false |    9102 |         0 | Redstone-Sensitive Glass Block (Purple-Stained)                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_red                                                   |    3773 |    false |    9090 |         0 | Redstone-Sensitive Glass Block (Red-Stained)                    | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_white                                                 |    3772 |    false |    9089 |         0 | Redstone-Sensitive Glass Block (White-Stained)                  | true   |                                                            |
| Gauges and Switches                   | rsgauges:sensitiveglass_yellow                                                |    3776 |    false |    9093 |         0 | Redstone-Sensitive Glass Block (Yellow-Stained)                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:soundindicator1                                                      |    3721 |    false |    9038 |         0 | Alarm Siren                                                     | true   |                                                            |
| Gauges and Switches                   | rsgauges:timerswitch_glass1                                                   |    3754 |    false |    9071 |         0 | Glass Interval Signal Timer                                     | true   |                                                            |
| Gauges and Switches                   | rsgauges:trapdoorswitch1                                                      |    3696 |    false |    9013 |         0 | Industrial Shock Activated Trapdoor                             | true   |                                                            |
| Gauges and Switches                   | rsgauges:trapdoorswitch2                                                      |    3697 |    false |    9014 |         0 | Industrial Sensitive Shock Activated Trapdoor                   | true   |                                                            |
| Gauges and Switches                   | rsgauges:trapdoorswitch3                                                      |    3698 |    false |    9015 |         0 | Industrial Fall-Through Detection Frame                         | true   |                                                            |
| Gauges and Switches                   | rsgauges:trapdoorswitch_rustic1                                               |    3741 |    false |    9058 |         0 | Rustic Shock Activated Trapdoor                                 | true   |                                                            |
| Gauges and Switches                   | rsgauges:trapdoorswitch_rustic2                                               |    3742 |    false |    9059 |         0 | Rustic Sensitive Shock Activated Trapdoor                       | true   |                                                            |
| Gauges and Switches                   | rsgauges:trapdoorswitch_rustic3                                               |    3743 |    false |    9060 |         0 | Rustic Fall-Through Detector Trapdoor                           | true   |                                                            |
| Gauges and Switches                   | rsgauges:valve_wheel_switch                                                   |    3768 |    false |    9085 |         0 | Valve Switch                                                    | true   |                                                            |
| GenDustry                             | gendustry:extractor                                                           |    1219 |    false |    5328 |         0 | DNA Extractor                                                   | true   |                                                            |
| GenDustry                             | gendustry:imprinter                                                           |    1215 |    false |    5324 |         0 | Genetic Imprinter                                               | true   |                                                            |
| GenDustry                             | gendustry:industrial_apiary                                                   |    1214 |    false |    5323 |         0 | Industrial Apiary                                               | true   |                                                            |
| GenDustry                             | gendustry:liquiddna                                                           |    1210 |    false |    5297 |         0 | Liquid DNA                                                      | true   |                                                            |
| GenDustry                             | gendustry:liquifier                                                           |    1218 |    false |    5327 |         0 | Protein Liquifier                                               | true   |                                                            |
| GenDustry                             | gendustry:mutagen                                                             |    1209 |    false |    5296 |         0 | Mutagen                                                         | true   |                                                            |
| GenDustry                             | gendustry:mutagen_producer                                                    |    1212 |    false |    5321 |         0 | Mutagen Producer                                                | true   |                                                            |
| GenDustry                             | gendustry:mutatron                                                            |    1213 |    false |    5322 |         0 | Mutatron                                                        | true   |                                                            |
| GenDustry                             | gendustry:mutatron_advanced                                                   |    1217 |    false |    5326 |         0 | Advanced mutatron                                               | true   |                                                            |
| GenDustry                             | gendustry:protein                                                             |    1211 |    false |    5298 |         0 | Protein                                                         | true   |                                                            |
| GenDustry                             | gendustry:replicator                                                          |    1221 |    false |    5330 |         0 | Genetic Replicator                                              | true   |                                                            |
| GenDustry                             | gendustry:sampler                                                             |    1216 |    false |    5325 |         0 | Genetic Sampler                                                 | true   |                                                            |
| GenDustry                             | gendustry:transposer                                                          |    1220 |    false |    5329 |         0 | Genetic Transposer                                              | true   |                                                            |
| Glassential                           | glassential:glass_clear                                                       |    3007 |    false |    7765 |         0 | Clear Glass                                                     | true   | blockGlass                                                 |
| Glassential                           | glassential:glass_dark                                                        |    3010 |    false |    7768 |         0 | Dark Glass                                                      | true   | blockGlass                                                 |
| Glassential                           | glassential:glass_ethereal                                                    |    3012 |    false |    7770 |         0 | Ethereal Glass                                                  | true   | blockGlass                                                 |
| Glassential                           | glassential:glass_ethereal_reverse                                            |    3013 |    false |    7771 |         0 | Reverse Ethereal Glass                                          | true   | blockGlass                                                 |
| Glassential                           | glassential:glass_ghostly                                                     |    3011 |    false |    7769 |         0 | Ghostly Glass                                                   | true   | blockGlass                                                 |
| Glassential                           | glassential:glass_light                                                       |    3008 |    false |    7766 |         0 | Luminous Glass                                                  | true   | blockGlass                                                 |
| Glassential                           | glassential:glass_redstone                                                    |    3009 |    false |    7767 |         0 | Redstone Glass                                                  | true   | blockGlass                                                 |
| Gravestone Mod                        | gravestone:gravestone                                                         |    3014 |    false |    7773 |         0 | Grave                                                           | true   |                                                            |
